latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-29.0412,152.5014,338.4,1.1,1,8/9/2019,1230,Terra,MODIS,100,6.3,289.1,47.7,N,0
-29.0397,152.5125,333,1.1,1,8/9/2019,1230,Terra,MODIS,100,6.3,288.6,37.9,N,0
-29.0383,152.5236,320.3,1.1,1,8/9/2019,1230,Terra,MODIS,100,6.3,287.6,21.5,N,0
-28.4204,152.3448,336.1,1.1,1,8/9/2019,1230,Terra,MODIS,100,6.3,285.8,43.9,N,0
-28.6122,151.8898,326.3,1.1,1.1,8/9/2019,1230,Terra,MODIS,100,6.3,282.6,33.3,N,0
-28.6108,151.9017,334.7,1.1,1.1,8/9/2019,1230,Terra,MODIS,100,6.3,283.9,46.4,N,0
-28.6218,151.8913,325.6,1.1,1.1,8/9/2019,1230,Terra,MODIS,100,6.3,283,32.6,N,0
-28.6285,151.9164,358.5,1.1,1.1,8/9/2019,1230,Terra,MODIS,100,6.3,285.9,103.2,N,0
-28.9572,152.3677,335.9,1.1,1,8/9/2019,1230,Terra,MODIS,100,6.3,285.8,43,N,0
-28.9557,152.379,359.6,1.1,1,8/9/2019,1230,Terra,MODIS,100,6.3,289.8,98.4,N,0
-28.9543,152.3902,364.1,1.1,1,8/9/2019,1230,Terra,MODIS,100,6.3,292,112.6,N,0
-28.9529,152.4014,397.8,1.1,1,8/9/2019,1230,Terra,MODIS,100,6.3,301.4,275.7,N,0
-28.9514,152.4126,372.4,1.1,1,8/9/2019,1230,Terra,MODIS,100,6.3,294.1,142.7,N,0
-28.95,152.4237,370.1,1.1,1,8/9/2019,1230,Terra,MODIS,100,6.3,292.4,134.4,N,0
-28.968,152.3581,333.8,1.1,1,8/9/2019,1230,Terra,MODIS,100,6.3,288.4,39.5,N,0
-28.9666,152.3694,348.5,1.1,1,8/9/2019,1230,Terra,MODIS,100,6.3,291.6,68.1,N,0
-28.9623,152.403,339.6,1.1,1,8/9/2019,1230,Terra,MODIS,100,6.3,289.4,49.7,N,0
-28.9609,152.4141,320.7,1.1,1,8/9/2019,1230,Terra,MODIS,100,6.3,287.8,21.2,N,0
-28.9594,152.4252,332.4,1.1,1,8/9/2019,1230,Terra,MODIS,100,6.3,288.4,37.3,N,0
-28.9538,152.4695,331,1.1,1,8/9/2019,1230,Terra,MODIS,100,6.3,288.3,35.1,N,0
-28.989,152.2697,325.9,1.1,1.1,8/9/2019,1230,Terra,MODIS,100,6.3,284.2,30.1,N,0
-28.9984,152.2715,323.3,1.1,1.1,8/9/2019,1230,Terra,MODIS,100,6.3,283.3,27.1,N,0
-28.9712,152.5236,320.8,1.1,1,8/9/2019,1230,Terra,MODIS,100,6.3,286.1,22.7,N,0
-28.9833,152.5033,333.5,1.1,1,8/9/2019,1230,Terra,MODIS,100,6.3,288.7,39.4,N,0
-26.3706,150.6978,325.6,1.2,1.1,8/9/2019,1231,Terra,MODIS,100,6.3,285.2,34.6,N,0
-23.3796,150.5738,332.3,1.2,1.1,8/9/2019,1231,Terra,MODIS,100,6.3,290.3,42.4,N,2
-19.5392,144.007,327.9,2.9,1.6,8/9/2019,1233,Terra,MODIS,100,6.3,288.7,126.8,N,0
-16.9477,142.9841,322.3,3.1,1.7,8/9/2019,1233,Terra,MODIS,100,6.3,293.7,99.9,N,0
-16.9629,142.9857,323,3.1,1.7,8/9/2019,1233,Terra,MODIS,100,6.3,293.4,103.7,N,0
-17.2265,145.1319,340.8,2.2,1.4,8/9/2019,1233,Terra,MODIS,100,6.3,290.2,145.2,N,0
-17.2242,145.1527,321.5,2.2,1.4,8/9/2019,1233,Terra,MODIS,100,6.3,287,65.2,N,0
-19.5378,144.0015,330.3,2.9,1.6,8/9/2019,1233,Terra,MODIS,100,6.3,288.9,143,N,0
-19.5523,144.0036,324.2,2.9,1.6,8/9/2019,1233,Terra,MODIS,100,6.3,287.9,107.6,N,0
-14.1131,130.7136,320.2,1.5,1.2,8/9/2019,1413,Terra,MODIS,100,6.3,296.6,29.3,N,0
-13.9844,130.8013,328.5,1.5,1.2,8/9/2019,1413,Terra,MODIS,100,6.3,295.1,46.7,N,0
-12.9697,130.3101,323.2,1.5,1.2,8/9/2019,1413,Terra,MODIS,100,6.3,293.6,38.3,N,0
-15.3329,141.778,332.4,1.7,1.3,8/9/2019,1538,Aqua,MODIS,100,6.3,292.2,71.6,N,0
-15.3302,141.7622,328.9,1.7,1.3,8/9/2019,1538,Aqua,MODIS,100,6.3,292.8,62,N,0
-19.5037,143.9798,321.8,1.1,1,8/9/2019,1539,Aqua,MODIS,100,6.3,287.2,25.3,N,0
-19.3601,146.5094,324,1,1,8/9/2019,1539,Aqua,MODIS,100,6.3,292.8,23,N,0
-17.0876,143.0953,328.8,1.3,1.1,8/9/2019,1539,Aqua,MODIS,100,6.3,292.8,40.2,N,0
-17.0775,143.0971,339,1.3,1.1,8/9/2019,1539,Aqua,MODIS,100,6.3,293.7,60.7,N,0
-17.0755,143.085,321.8,1.3,1.1,8/9/2019,1539,Aqua,MODIS,100,6.3,291.7,27.8,N,0
-17.0124,142.8742,350.2,1.3,1.2,8/9/2019,1539,Aqua,MODIS,100,6.3,294.5,95,N,0
-17.0164,142.9634,369.9,1.3,1.1,8/9/2019,1539,Aqua,MODIS,100,6.3,300.1,176.1,N,0
-17.0144,142.951,323.9,1.3,1.1,8/9/2019,1539,Aqua,MODIS,100,6.3,291.6,32.5,N,0
-17.0022,142.8761,379.3,1.3,1.2,8/9/2019,1539,Aqua,MODIS,100,6.3,301.3,231,N,0
-17.0001,142.8635,361.6,1.4,1.2,8/9/2019,1539,Aqua,MODIS,100,6.3,295.1,138.5,N,0
-17.0062,142.9652,323.2,1.3,1.1,8/9/2019,1539,Aqua,MODIS,100,6.3,292.7,31.8,N,0
-16.9919,142.8779,326.6,1.3,1.2,8/9/2019,1539,Aqua,MODIS,100,6.3,294.3,35.5,N,0
-16.9898,142.8653,386.4,1.4,1.2,8/9/2019,1539,Aqua,MODIS,100,6.3,302.8,279.5,N,0
-16.9877,142.8527,321.5,1.4,1.2,8/9/2019,1539,Aqua,MODIS,100,6.3,292.1,28.1,N,0
-16.9795,142.8672,390.9,1.4,1.2,8/9/2019,1539,Aqua,MODIS,100,6.3,305.5,312.5,N,0
-19.586,144.0345,339.4,1.1,1,8/9/2019,1539,Aqua,MODIS,100,6.3,285,49.5,N,0
-19.531,143.9906,340.7,1.1,1,8/9/2019,1539,Aqua,MODIS,100,6.3,288.8,51.5,N,0
-19.5249,144.0128,322.1,1.1,1,8/9/2019,1539,Aqua,MODIS,100,6.3,287.6,23.8,N,0
-19.5216,143.9922,351.1,1.1,1,8/9/2019,1539,Aqua,MODIS,100,6.3,292.9,75.6,N,0
-19.52,143.9819,323.6,1.1,1,8/9/2019,1539,Aqua,MODIS,100,6.3,286.7,26.2,N,0
-19.5123,143.9937,334.1,1.1,1,8/9/2019,1539,Aqua,MODIS,100,6.3,291.6,41.5,N,0
-19.5106,143.9835,355.3,1.1,1,8/9/2019,1539,Aqua,MODIS,100,6.3,292.5,87.5,N,0
-19.5053,143.9901,336.3,1.1,1,8/9/2019,1539,Aqua,MODIS,100,6.3,289.7,45.9,N,0
-16.9465,142.86,338.6,1.4,1.2,8/9/2019,1539,Aqua,MODIS,100,6.3,295.5,59.5,N,0
-16.9568,142.8582,376.4,1.4,1.2,8/9/2019,1539,Aqua,MODIS,100,6.3,302.2,211.3,N,0
-16.9671,142.8564,369.9,1.4,1.2,8/9/2019,1539,Aqua,MODIS,100,6.3,298.1,176.7,N,0
-16.9692,142.869,391.9,1.4,1.2,8/9/2019,1539,Aqua,MODIS,100,6.3,306.2,318.6,N,0
-16.9774,142.8546,352.3,1.4,1.2,8/9/2019,1539,Aqua,MODIS,100,6.3,295.1,102.9,N,0
-16.8295,142.7819,327.7,1.4,1.2,8/9/2019,1539,Aqua,MODIS,100,6.3,293.8,40.2,N,0
-16.8941,142.9137,327.7,1.3,1.1,8/9/2019,1539,Aqua,MODIS,100,6.3,293.7,37,N,0
-16.9044,142.9119,333.3,1.3,1.1,8/9/2019,1539,Aqua,MODIS,100,6.3,294,47.7,N,0
-16.9126,142.8975,337.5,1.3,1.2,8/9/2019,1539,Aqua,MODIS,100,6.3,294.7,58.6,N,0
-16.9229,142.8957,341.6,1.3,1.2,8/9/2019,1539,Aqua,MODIS,100,6.3,295.1,67.4,N,0
-16.9332,142.8939,340.5,1.3,1.2,8/9/2019,1539,Aqua,MODIS,100,6.3,294.3,63.5,N,0
-16.9301,142.8888,332.5,1.3,1.2,8/9/2019,1539,Aqua,MODIS,100,6.3,294.1,43.9,N,0
-28.9524,152.4102,322.9,2.8,1.6,8/9/2019,1542,Aqua,MODIS,100,6.3,284.2,98.1,N,0
-28.9477,152.4045,361.9,2.5,1.5,8/9/2019,2329,Terra,MODIS,100,6.3,293.3,348,D,0
-30.1168,152.3508,362.6,2.4,1.5,8/9/2019,2329,Terra,MODIS,100,6.3,286.3,336.2,D,0
-11.1148,142.4221,365.7,1.1,1.1,9/9/2019,0102,Terra,MODIS,100,6.3,306.2,110.5,D,0
-14.283,135.549,362.5,1.4,1.2,9/9/2019,0103,Terra,MODIS,100,6.3,308.4,138.5,D,0
-14.2872,135.5416,375.5,1.4,1.2,9/9/2019,0103,Terra,MODIS,100,6.3,310.5,207.9,D,0
-15.4658,142.097,366.6,1.2,1.1,9/9/2019,0103,Terra,MODIS,100,6.3,313.5,116.4,D,0
-15.5166,142.1014,360.8,1.2,1.1,9/9/2019,0103,Terra,MODIS,100,6.3,311.2,100,D,0
-16.5444,139.3516,362.7,1,1,9/9/2019,0104,Terra,MODIS,100,6.3,308,82.2,D,0
-16.526,139.3513,376.4,1,1,9/9/2019,0104,Terra,MODIS,100,6.3,310.6,130.6,D,0
-16.9295,142.8768,360.2,1.4,1.2,9/9/2019,0104,Terra,MODIS,100,6.3,312.4,117.5,D,0
-30.8013,152.0495,365.5,1,1,9/9/2019,0347,Aqua,MODIS,100,6.3,291.8,98.8,D,0
-30.2698,152.5916,364,1,1,9/9/2019,0347,Aqua,MODIS,100,6.3,297.2,95.8,D,0
-30.2591,152.6004,374.1,1,1,9/9/2019,0347,Aqua,MODIS,100,6.3,298.3,129.8,D,0
-30.2607,152.5898,371.1,1,1,9/9/2019,0347,Aqua,MODIS,100,6.3,298.1,118.3,D,0
-30.2043,152.6055,368.9,1,1,9/9/2019,0347,Aqua,MODIS,100,6.3,296.4,112.4,D,0
-30.2016,152.5614,398.6,1,1,9/9/2019,0347,Aqua,MODIS,100,6.3,301.3,249.2,D,0
-30.1362,152.3788,384.3,1,1,9/9/2019,0347,Aqua,MODIS,100,6.3,292.6,171.8,D,0
-30.1377,152.3684,384.5,1,1,9/9/2019,0347,Aqua,MODIS,100,6.3,289.4,170.8,D,0
-30.1256,152.3875,415.6,1,1,9/9/2019,0347,Aqua,MODIS,100,6.3,304.5,361.1,D,0
-30.1183,152.3112,386,1,1,9/9/2019,0347,Aqua,MODIS,100,6.3,302.6,172.9,D,0
-30.1199,152.3009,365.7,1,1,9/9/2019,0347,Aqua,MODIS,100,6.3,301.7,97.3,D,0
-30.094,152.1717,369.9,1,1,9/9/2019,0347,Aqua,MODIS,100,6.3,294.9,111.8,D,0
-30.0956,152.1612,368.8,1,1,9/9/2019,0347,Aqua,MODIS,100,6.3,293.6,107,D,0
-29.5324,153.3173,379.2,1.1,1,9/9/2019,0347,Aqua,MODIS,100,6.3,302.6,158,D,0
-29.5417,153.3192,392.8,1.1,1,9/9/2019,0347,Aqua,MODIS,100,6.3,305.2,224.9,D,0
-28.9869,152.4865,362.8,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,299.1,88.8,D,0
-29.133,152.3819,390.1,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,305.2,199.1,D,0
-29.1223,152.3905,367.6,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,300,106,D,0
-29.1239,152.3801,366.2,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,304.4,99.8,D,0
-29.0791,152.49,381.3,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,296.7,161.8,D,0
-29.0807,152.4794,443.2,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,318.5,645.5,D,0
-29.0824,152.4688,398.2,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,307.5,242.3,D,0
-29.0748,152.4566,379.2,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,300.8,145.1,D,0
-29.0458,152.5312,379.2,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,300.9,149.8,D,0
-29.0474,152.5206,366.7,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,301.1,103.6,D,0
-29.049,152.51,361.2,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,300.2,86.6,D,0
-29.0506,152.4995,363.6,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,302.9,92.9,D,0
-29.0303,152.5717,360.1,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,300.1,85.2,D,0
-28.9992,152.4676,363.3,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,299.6,91.3,D,0
-28.9713,152.5271,371.8,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,302.3,119.6,D,0
-28.9729,152.5165,376.6,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,302.5,136.1,D,0
-28.9746,152.5059,397,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,306.9,235.3,D,0
-28.9762,152.4952,367.4,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,300.6,102.8,D,0
-28.9488,152.5059,391.5,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,301.8,209.4,D,0
-28.9504,152.4954,412.3,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,315.5,342.4,D,0
-28.952,152.485,369.9,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,307,115.3,D,0
-28.9604,152.3674,370.9,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,302.8,115.9,D,0
-28.9619,152.3569,386.2,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,305.7,179.8,D,0
-28.9635,152.3463,388.2,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,304,189.7,D,0
-28.9651,152.3357,362.7,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,296.2,92.2,D,0
-28.9434,152.418,405.6,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,302,291.6,D,0
-28.945,152.4075,418.5,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,314.2,387.6,D,0
-28.9465,152.397,362.4,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,302.4,87,D,0
-28.9481,152.3865,378.5,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,301.6,144.4,D,0
-28.9497,152.376,375,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,298,130.8,D,0
-28.9513,152.3656,363.2,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,296.3,91.4,D,0
-28.9529,152.3551,406,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,303.8,294.4,D,0
-28.9545,152.3445,374.7,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,300.6,131.7,D,0
-28.9359,152.4057,372.2,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,296.9,123.6,D,0
-28.9374,152.3953,414.6,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,308.3,357.9,D,0
-28.8151,151.8575,383.2,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,304.8,164,D,0
-27.2447,152.4379,375.5,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,305.8,137.5,D,0
-27.2463,152.4274,380.3,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,310.3,157.8,D,0
-26.3713,150.7045,399.1,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,312.2,239.9,D,0
-26.3727,150.6945,381.6,1,1,9/9/2019,0348,Aqua,MODIS,100,6.3,314,151.5,D,0
-22.6109,149.37,362.3,1,1,9/9/2019,0349,Aqua,MODIS,100,6.3,303.7,83.1,D,0
-22.6332,150.4926,363.5,1,1,9/9/2019,0349,Aqua,MODIS,100,6.3,314.5,85.6,D,0
-22.6303,150.5122,360.7,1,1,9/9/2019,0349,Aqua,MODIS,100,6.3,311.4,78,D,0
-22.6438,150.6616,366,1,1,9/9/2019,0349,Aqua,MODIS,100,6.3,307.6,97.2,D,0
-22.6424,150.6714,446.1,1,1,9/9/2019,0349,Aqua,MODIS,100,6.3,322.8,672.8,D,0
-22.6409,150.6814,372.5,1,1,9/9/2019,0349,Aqua,MODIS,100,6.3,298.8,122.4,D,0
-22.6529,150.6632,407.5,1,1,9/9/2019,0349,Aqua,MODIS,100,6.3,322.1,298.1,D,0
-22.6515,150.673,427.1,1,1,9/9/2019,0349,Aqua,MODIS,100,6.3,322.1,463.1,D,0
-22.662,150.6648,362.3,1,1,9/9/2019,0349,Aqua,MODIS,100,6.3,310.2,82.5,D,0
-22.671,150.6664,366.3,1,1,9/9/2019,0349,Aqua,MODIS,100,6.3,306.7,94.6,D,0
-23.8242,151.1462,374.6,1,1,9/9/2019,0349,Aqua,MODIS,100,6.3,315.2,127.1,D,0
-23.8227,151.1562,397.6,1,1,9/9/2019,0349,Aqua,MODIS,100,6.3,319.9,238.4,D,0
-19.5019,143.9475,361.1,1.7,1.3,9/9/2019,0350,Aqua,MODIS,100,6.3,306.3,169.3,D,0
-19.5001,143.9635,412.2,1.7,1.3,9/9/2019,0350,Aqua,MODIS,100,6.3,314.4,684.5,D,0
-19.5115,143.965,360.2,1.7,1.3,9/9/2019,0350,Aqua,MODIS,100,6.3,309.4,160.5,D,0
-19.5194,143.9974,367.5,1.7,1.3,9/9/2019,0350,Aqua,MODIS,100,6.3,309.3,207.7,D,0
-19.5613,144.0268,360.1,1.7,1.3,9/9/2019,0350,Aqua,MODIS,100,6.3,309.3,150.1,D,0
-19.5499,144.025,366.1,1.7,1.3,9/9/2019,0350,Aqua,MODIS,100,6.3,307.7,187.5,D,0
-15.9612,144.4616,369.4,1.4,1.2,9/9/2019,0351,Aqua,MODIS,100,6.3,308.1,165,D,0
-13.1909,142.8652,380.1,1.6,1.3,9/9/2019,0352,Aqua,MODIS,100,6.3,313.4,286.4,D,0
-13.1928,142.8504,367.2,1.6,1.3,9/9/2019,0352,Aqua,MODIS,100,6.3,311.3,193.5,D,0
-12.8012,143.3306,369,1.5,1.2,9/9/2019,0352,Aqua,MODIS,100,6.3,307.3,184.7,D,0
-12.735,143.1339,365.8,1.5,1.2,9/9/2019,0352,Aqua,MODIS,100,6.3,307.4,174.8,D,0
-12.773,142.0309,366.7,1.8,1.3,9/9/2019,0352,Aqua,MODIS,100,6.3,308.3,231.3,D,0
-12.2844,141.7973,364.6,1.9,1.3,9/9/2019,0352,Aqua,MODIS,100,6.3,308.4,227.6,D,0
-29.4303,130.3092,367.2,1.3,1.1,9/9/2019,0526,Aqua,MODIS,100,6.3,315.9,129.1,D,0
-21.125,118.8242,385.2,1.9,1.3,9/9/2019,0529,Aqua,MODIS,100,6.3,313.8,395.1,D,0
-21.1184,118.8349,377.3,1.9,1.3,9/9/2019,0529,Aqua,MODIS,100,6.3,316.8,312.1,D,0
-21.1205,118.8167,367.4,1.9,1.3,9/9/2019,0529,Aqua,MODIS,100,6.3,313.3,226.3,D,0
-13.7532,130.6663,367.4,2.6,1.6,9/9/2019,0530,Aqua,MODIS,100,6.3,316.2,372.1,D,0
-30.0885,152.3808,328.2,2.5,1.5,9/9/2019,1312,Terra,MODIS,100,6.3,277.9,115,N,0
-30.1919,152.5653,323.7,2.6,1.5,9/9/2019,1312,Terra,MODIS,100,6.3,280.8,93.8,N,0
-30.0989,152.3315,335.2,2.5,1.5,9/9/2019,1312,Terra,MODIS,100,6.3,280.8,145.2,N,0
-30.1033,152.3109,327.9,2.5,1.5,9/9/2019,1312,Terra,MODIS,100,6.3,281.5,109.3,N,0
-30.0931,152.3238,320,2.5,1.5,9/9/2019,1312,Terra,MODIS,100,6.3,278.7,81,N,0
-26.4882,153.073,337.9,3.4,1.7,9/9/2019,1313,Terra,MODIS,100,6.3,285.2,251.6,N,0
-26.4809,153.107,323.5,3.4,1.7,9/9/2019,1313,Terra,MODIS,100,6.3,287.1,132.1,N,3
-26.482,153.0766,339,3.4,1.7,9/9/2019,1313,Terra,MODIS,100,6.3,285.1,261.6,N,0
-28.914,152.4246,335.7,2.7,1.6,9/9/2019,1313,Terra,MODIS,100,6.3,283.3,166.9,N,0
-28.9168,152.4325,338.1,2.7,1.6,9/9/2019,1313,Terra,MODIS,100,6.3,284.2,177.6,N,0
-28.9488,152.3522,326,2.7,1.6,9/9/2019,1313,Terra,MODIS,100,6.3,281.8,107.4,N,0
-22.5878,150.6679,360.1,2.8,1.6,9/9/2019,1314,Terra,MODIS,100,6.3,289.6,401.4,N,0
-22.6022,150.6712,401.6,2.8,1.6,9/9/2019,1314,Terra,MODIS,100,6.3,300.8,1201.6,N,0
-22.6217,150.648,342.6,2.8,1.6,9/9/2019,1314,Terra,MODIS,100,6.3,289.8,223.9,N,0
-22.6164,150.6749,352.9,2.8,1.6,9/9/2019,1314,Terra,MODIS,100,6.3,294.8,318.5,N,0
-22.636,150.6513,343.9,2.8,1.6,9/9/2019,1314,Terra,MODIS,100,6.3,289.9,231.9,N,0
-22.6307,150.6782,325.8,2.8,1.6,9/9/2019,1314,Terra,MODIS,100,6.3,290.1,112.3,N,0
-22.6451,150.6812,331.6,2.8,1.6,9/9/2019,1314,Terra,MODIS,100,6.3,289.2,142.5,N,0
-22.609,150.6512,376.2,2.8,1.6,9/9/2019,1314,Terra,MODIS,100,6.3,291.5,632.6,N,0
-22.6035,150.6779,392.3,2.8,1.6,9/9/2019,1314,Terra,MODIS,100,6.3,299.4,962,N,0
-22.6233,150.6546,357,2.8,1.6,9/9/2019,1314,Terra,MODIS,100,6.3,291.9,361.1,N,0
-22.6178,150.6815,339.7,2.8,1.6,9/9/2019,1314,Terra,MODIS,100,6.3,291.9,199.2,N,0
-22.6376,150.6577,345,2.8,1.6,9/9/2019,1314,Terra,MODIS,100,6.3,291.1,238.3,N,0
-22.652,150.6607,321.2,2.8,1.6,9/9/2019,1314,Terra,MODIS,100,6.3,288.2,91.7,N,0
-22.6466,150.6877,333.6,2.8,1.6,9/9/2019,1314,Terra,MODIS,100,6.3,288.1,158,N,0
-19.5012,144.0069,331.1,1.2,1.1,9/9/2019,1315,Terra,MODIS,100,6.3,288.5,37.4,N,0
-19.5274,143.9658,332.1,1.2,1.1,9/9/2019,1315,Terra,MODIS,100,6.3,288.2,39.5,N,0
-19.537,143.9677,327.1,1.2,1.1,9/9/2019,1315,Terra,MODIS,100,6.3,287.6,31.6,N,0
-19.5466,143.9694,339.9,1.2,1.1,9/9/2019,1315,Terra,MODIS,100,6.3,289.4,54.4,N,0
-19.4158,147.0118,323.8,1.8,1.3,9/9/2019,1315,Terra,MODIS,100,6.3,292.1,53.8,N,0
-19.4771,143.9513,325.3,1.2,1.1,9/9/2019,1315,Terra,MODIS,100,6.3,288.4,30.4,N,0
-19.489,143.9592,343.8,1.2,1.1,9/9/2019,1315,Terra,MODIS,100,6.3,290.8,61.1,N,0
-19.4915,144.0052,336.4,1.2,1.1,9/9/2019,1315,Terra,MODIS,100,6.3,290.4,46.4,N,0
-17.2359,145.104,323.3,1.5,1.2,9/9/2019,1316,Terra,MODIS,100,6.3,287.2,40.9,N,0
-17.2466,145.1056,326.8,1.5,1.2,9/9/2019,1316,Terra,MODIS,100,6.3,289.8,46.9,N,0
-12.9241,141.6663,333.9,1.1,1,9/9/2019,1317,Terra,MODIS,100,6.3,291.9,38.1,N,2
-12.9173,141.6688,326.8,1.1,1,9/9/2019,1317,Terra,MODIS,100,6.3,291.5,28.1,N,0
-12.9187,141.659,324.7,1.1,1,9/9/2019,1317,Terra,MODIS,100,6.3,291.8,25.4,N,0
-15.5881,142.2125,339.7,1.1,1,9/9/2019,1317,Terra,MODIS,100,6.3,293.7,48,N,0
-15.5866,142.2224,327.6,1.1,1,9/9/2019,1317,Terra,MODIS,100,6.3,293.2,28.4,N,0
-15.5773,142.2209,324,1.1,1,9/9/2019,1317,Terra,MODIS,100,6.3,292.2,23.2,N,0
-15.5666,142.2294,325.9,1.1,1,9/9/2019,1317,Terra,MODIS,100,6.3,293.7,25.3,N,0
-15.5573,142.2278,362.5,1.1,1,9/9/2019,1317,Terra,MODIS,100,6.3,297,102.1,N,0
-15.5588,142.2179,346.7,1.1,1,9/9/2019,1317,Terra,MODIS,100,6.3,293.9,60,N,0
-15.5294,142.2233,351.4,1.1,1,9/9/2019,1317,Terra,MODIS,100,6.3,295.4,71.2,N,0
-15.5186,142.2317,336.5,1.1,1,9/9/2019,1317,Terra,MODIS,100,6.3,294.5,40.2,N,0
-15.4899,142.1906,335.5,1.1,1,9/9/2019,1317,Terra,MODIS,100,6.3,295.7,38.4,N,0
-15.4806,142.189,355.9,1.1,1,9/9/2019,1317,Terra,MODIS,100,6.3,297,83.3,N,0
-15.4821,142.1791,321.5,1.1,1,9/9/2019,1317,Terra,MODIS,100,6.3,292.8,20.3,N,0
-15.4001,142.0481,328.5,1.1,1,9/9/2019,1317,Terra,MODIS,100,6.3,292.9,28.8,N,0
-11.7965,142.6737,332.1,1.2,1.1,9/9/2019,1318,Terra,MODIS,100,6.3,291.7,43.7,N,0
-22.6218,150.6521,323.7,2.8,1.6,9/9/2019,1445,Aqua,MODIS,100,6.3,287.9,104.7,N,0
-22.5763,150.6754,377.6,2.8,1.6,9/9/2019,1445,Aqua,MODIS,100,6.3,295.9,661.8,N,0
-22.5816,150.7023,323.7,2.8,1.6,9/9/2019,1445,Aqua,MODIS,100,6.3,290.1,104.3,N,0
-22.5648,150.6734,360.7,2.8,1.6,9/9/2019,1445,Aqua,MODIS,100,6.3,291.9,408.8,N,0
-22.5703,150.7003,329.9,2.8,1.6,9/9/2019,1445,Aqua,MODIS,100,6.3,290.7,137,N,0
-22.5791,150.6703,371.3,2.8,1.6,9/9/2019,1445,Aqua,MODIS,100,6.3,293.4,555.9,N,0
-22.5845,150.697,342.5,2.8,1.6,9/9/2019,1445,Aqua,MODIS,100,6.3,293,222.5,N,0
-22.5935,150.6673,354.9,2.8,1.6,9/9/2019,1445,Aqua,MODIS,100,6.3,292,339.1,N,0
-22.5988,150.6938,336.5,2.8,1.6,9/9/2019,1445,Aqua,MODIS,100,6.3,292.7,176.3,N,0
-22.6077,150.6635,327.7,2.8,1.6,9/9/2019,1445,Aqua,MODIS,100,6.3,289.1,121.2,N,0
-26.478,153.0966,346.4,1.6,1.2,9/9/2019,1446,Aqua,MODIS,100,6.3,288.2,109.8,N,3
-28.9043,152.4301,322.1,1.6,1.2,9/9/2019,1447,Aqua,MODIS,100,6.3,282,44.2,N,0
-28.9072,152.4457,337.3,1.6,1.2,9/9/2019,1447,Aqua,MODIS,100,6.3,284.3,81.7,N,0
-28.9154,152.4277,345.9,1.6,1.2,9/9/2019,1447,Aqua,MODIS,100,6.3,286.5,110.1,N,0
-28.9183,152.4433,328.5,1.6,1.2,9/9/2019,1447,Aqua,MODIS,100,6.3,284.4,56.7,N,0
-28.9326,152.5217,323.3,1.6,1.2,9/9/2019,1447,Aqua,MODIS,100,6.3,284.6,44.4,N,0
-28.9436,152.5189,331.5,1.6,1.2,9/9/2019,1447,Aqua,MODIS,100,6.3,286.8,60.9,N,0
-28.9169,152.437,338.1,1.6,1.2,9/9/2019,1447,Aqua,MODIS,100,6.3,288.1,81.2,N,0
